0	0	0	0	0	0	0	0	0	0
1.55941	-0.138498	1.5598	-0.138533	1.55945	-0.138501	0	0	0	1.47701e+15
3.88612	-0.135056	2.58413	0.051098	3.89093	-0.134166	2.09897	0.0522228	2.19595	0.109339
6.85961	0.411837	3.18168	0.812003	6.86352	0.416817	1.81271	0.0261973	2.30573	1.47701e+15
9.08792	0.600141	1.66641	-0.179304	9.07733	0.593211	4.29136	0.215312	2.28434	0.226323
11.5663	1.65282	2.97028	1.7991	11.5756	1.6669	4.20097	0.052026	2.41813	1.47701e+15
13.6029	2.32491	1.46609	-0.0165286	13.5921	2.31191	6.56942	0.496096	2.36382	0.348847
16.6276	2.8962	3.97959	0.931411	16.6456	2.903	6.4566	0.0733053	2.43847	1.47701e+15
19.0288	3.70695	1.43353	0.736764	19.0106	3.70555	8.92437	0.89924	2.43359	0.474526
21.3213	4.72875	2.81924	1.19662	21.3312	4.73205	8.9416	0.0993607	2.52912	1.47701e+15
24.0794	5.57375	2.72064	0.629313	24.0787	5.56967	11.3468	1.427	2.49328	0.600781
26.6075	6.95234	2.40994	1.8382	26.6052	6.96102	11.5337	0.124268	2.50099	1.47701e+15
29.5799	8.09593	3.31741	0.717517	29.5864	8.08789	13.827	2.07905	2.5429	0.724947
31.9525	9.86796	1.79316	2.41886	31.9416	9.88017	13.8027	0.145349	2.53972	1.47701e+15
34.6057	10.717	3.18072	-0.113913	34.6157	10.6988	16.3554	2.85243	2.58284	0.844365
37.1478	12.0713	2.15027	2.25498	37.1404	12.0883	16.5289	0.173075	2.72835	1.47701e+15
40.3167	13.4765	3.79385	0.883822	40.3285	13.4666	18.923	3.74161	2.61382	0.95648
42.7818	14.824	1.64996	1.632	42.7664	14.8294	19.7462	0.197327	2.50201	1.47701e+15
45.3466	16.5513	3.12602	1.78574	45.3572	16.5524	21.5215	4.73855	2.63679	1.05891
48.1577	17.2955	2.61797	0.105396	48.1541	17.2835	22.1364	0.21615	2.79822	1.47701e+15
50.6245	19.053	2.37406	2.77082	50.6228	19.0721	24.1437	5.83295	2.65286	1.14953
53.7184	19.9203	3.53547	-0.300356	53.7268	19.8982	25.2642	0.236658	3.08109	1.47701e+15
56.0462	21.0754	1.58697	2.04802	56.0322	21.0923	26.7833	7.01246	2.6632	1.22647
58.6514	21.7974	3.22977	-0.0914137	58.6632	21.7821	27.4243	0.254363	2.97721	1.47701e+15
60.8838	22.7753	1.62058	1.63372	60.8722	22.7876	29.4352	8.26299	2.66893	1.28822
63.372	23.4184	3.02047	0.0354602	63.3821	23.4069	30.6032	0.272793	3.00053	1.47701e+15
66.3409	23.9897	2.93719	0.899956	66.3403	23.9959	32.0955	9.56901	2.67105	1.33358
68.2737	24.3643	1.3167	0.0523451	68.262	24.3582	33.1815	0.290333	2.78942	1.47701e+15
70.8133	24.879	3.28979	0.79844	70.8275	24.8844	34.7608	10.9139	2.67035	1.3617
72.9061	24.7246	1.35858	-0.73897	72.8923	24.7135	36.7436	0.3039	2.98821	1.47701e+15
74.9936	25.2449	2.53467	1.29273	75.0021	25.2595	37.4287	12.2803	2.66736	1.37209
77.1271	24.9481	1.88734	-1.2718	77.1225	24.9297	39.4614	0.316826	3.02824	1.47701e+15
79.1078	25.0213	2.038	0.89825	79.1089	25.0369	40.0971	13.6505	2.66232	1.36459
80.8113	24.8808	1.49828	-0.777581	80.8074	24.8688	42.1629	0.329041	2.94797	1.47701e+15
82.618	24.6332	1.9959	0.0773866	82.6216	24.6393	42.7638	15.0065	2.65515	1.33938
84.1784	24.5523	1.29323	-0.178041	84.1733	24.5504	45.1307	0.338384	3.10488	1.47701e+15
85.6359	23.8145	1.5582	-1.08114	85.6378	23.808	45.4265	16.3307	2.64546	1.29701
86.9478	23.518	1.16085	0.184788	86.9449	23.527	48.5467	0.347255	3.0799	1.47701e+15
88.8145	22.7974	2.2997	-1.2759	88.8227	22.7869	48.0823	17.6063	2.6326	1.23832
89.5152	22.2992	-0.280135	-0.0212033	89.4967	22.3082	51.0397	0.350698	2.75267	1.47701e+15
90.4986	21.6747	1.75852	-0.994577	90.5133	21.6677	50.7276	18.8172	2.61569	1.16454
91.724	21.1103	0.898313	-0.300525	91.7178	21.1152	53.9492	0.355617	2.88554	1.47701e+15
92.8572	20.9521	1.27725	-0.0708771	92.8599	20.9537	53.3577	19.9486	2.59372	1.07716
93.4745	20.2231	0.212481	-1.13264	93.4668	20.2155	57.0939	0.355312	2.71898	1.47701e+15
95.3042	19.652	2.82169	-0.226673	95.3229	19.6585	55.9669	20.9874	2.56561	0.978022
95.5339	19.6953	-1.36016	0.208881	95.5039	19.6984	59.6782	0.359318	2.67839	1.47701e+15
96.2401	19.1683	1.97373	-0.978424	96.2641	19.1597	58.5484	21.9225	2.53033	0.869205
97.5365	18.7208	0.880846	-0.121738	97.5286	18.727	62.5683	0.35898	2.81775	1.47701e+15
