8.44818	0.251553	0	0	8.44818	0.251553	8.46642	0.0287602	-3.04035	1.47701e+15
8.4558	0.253992	0.0692484	0.0221526	8.45582	0.253997	8.45	0.25	-3.00027	0
8.24379	0.249295	-1.85382	-0.0402898	8.23962	0.24916	8.57101	0.0282318	-0.0105258	1.47701e+15
7.88235	0.176191	-2.85026	-0.431279	7.84073	0.159858	8.45	0.25	0	0
7.55813	0.151282	-3.01537	-0.354487	7.54016	0.159641	8.42927	0.0301427	-1.85813	1.47701e+15
7.29746	0.0646527	-2.77563	-0.514471	7.3426	0.0345312	8.25	0.25	-1.81978	0
7.02627	-0.0257122	-2.67639	-0.613136	7.05406	-0.0533413	7.9351	0.0237437	-3.81077	1.47701e+15
6.79158	-0.176951	-2.51455	-0.840822	6.84972	-0.258748	7.85	0.15	-3.99972	-0.99993
6.58813	-0.354719	-2.38725	-1.0898	6.64329	-0.462604	7.61428	0.0204653	-3.22052	1.47701e+15
6.44258	-0.546611	-2.13925	-1.30951	6.56029	-0.650892	7.55	0.15	-2.99982	0
6.31853	-0.85138	-1.84192	-1.7385	6.45805	-1.05268	7.50876	0.0127032	-1.89765	1.47701e+15
6.17792	-1.13499	-1.67553	-1.98694	6.25499	-1.25007	7.35	0.0500011	-1.81648	-0.90823
6.15898	-1.48896	-1.22981	-2.3526	6.36328	-1.65656	7.20598	0.000683772	-2.79536	1.47701e+15
6.12756	-1.8229	-0.98203	-2.61914	6.24641	-1.95075	7.05	-0.0499992	-2.72849	-0.909499
6.16532	-2.15062	-0.613944	-2.7973	6.34644	-2.23829	6.74737	-0.0212224	-1.67069	1.47701e+15
6.20804	-2.49936	-0.315596	-2.90796	6.34927	-2.55175	6.85	-0.25	-1.81896	-1.81897
6.28839	-2.82946	-0.00457884	-2.93598	6.43257	-2.84245	6.67866	-0.0519302	-2.02379	1.47701e+15
6.35438	-3.13468	0.175142	-2.96677	6.44119	-3.14955	6.65	-0.449999	-2.00076	-2.00075
6.4493	-3.45919	0.379708	-2.96306	6.5453	-3.45745	6.63205	-0.0840904	-0.81497	1.47701e+15
6.61086	-3.77162	0.703282	-2.9261	6.76011	-3.75457	6.55	-0.65	-0.99884	-1.99769
6.76516	-4.07784	0.910845	-2.88277	6.85997	-4.05805	6.46217	-0.130812	-0.356062	1.47701e+15
6.90034	-4.37236	1.00537	-2.82201	6.94332	-4.34473	6.45	-1.05	-0.908739	-3.63494
7.02437	-4.62302	1.04199	-2.66152	7.04099	-4.55018	6.49021	-0.179219	-1.23944	1.47701e+15
7.14281	-4.89139	1.05202	-2.59497	7.14735	-4.86125	6.25	-1.25	-1.81896	-1.81896
7.27907	-5.1665	1.10763	-2.56744	7.30424	-5.15404	6.59968	-0.226407	1.73835	1.47701e+15
